uprn,house name,house number,street,licence start,licence expiry,permitted no of occupiers,address,postcode,licence type,licence reference number
100030000000,,89, Forest Road,11/04/2024,10/04/2029,6, Loughborough, LE11 3NW,Mandatory HMO licence,CBC-593134083082
10023776764,Block H Ground Floor, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-594306598828
10008151652,,9, Wheel Tappers Way,02/05/2024,01/05/2029,5, Loughborough, LE11 5EA,Mandatory HMO licence,CBC-594725760436
100030000000,,13, Victoria Street,23/02/2024,22/02/2029,6, Loughborough, LE11 2EN,Mandatory HMO licence,CBC-595274840489
100030000000,,29, Mayfield Drive,26/06/2024,25/06/2029,5, Loughborough, LE11 2EA,Mandatory HMO licence,CBC-595990315737
10094174532,,115, Ashby Road,10/10/2024,09/10/2029,8, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-596425624614
10004000058,,5, Towles Mill Queens Road,10/06/2020,10/06/2025,0, Loughborough, LE11 1GG,Mandatory HMO licence,CBC-599136798506
100030000000,,84, Leopold Street,10/10/2024,09/10/2029,6, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-599393794343
100030000000,,3, Radmoor Road,18/09/2020,18/09/2025,0, Loughborough, LE11 3BP,Mandatory HMO licence,CBC-599622979040
10008151680,,4, Goods Yard Close,24/01/2024,15/11/2028,5, Loughborough, LE11 5EB,Mandatory HMO licence,CBC-600812868984
100030000000,,51, Oxford Street,05/03/2024,04/03/2029,6, Loughborough, LE11 5DP,Mandatory HMO licence,CBC-602361332896
100030000000,,7, Storer Road,14/11/2023,13/11/2028,6, Loughborough, LE11 5EQ,Mandatory HMO licence,CBC-602720545318
100030000000,,Scholars Rest 154, Ashby Road,27/09/2022,03/04/2027,0, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-602847441649
10013597048,Block B Second Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-602962231434
100030000000,,34, Leopold Street,23/05/2024,22/05/2029,5, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-603939871612
100030000000,,70, Park Road,04/03/2024,03/03/2029,6, Loughborough, LE11 2HH,Mandatory HMO licence,CBC-604774829706
100030000000,,52, Blackbrook Road,14/09/2023,13/09/2028,5, Loughborough, LE11 4PZ,Mandatory HMO licence,CBC-606260990700
100030000000,,76, Frederick Street,18/07/2024,17/07/2029,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-608880626194
100030000000,,37, Blackbrook Road,26/08/2024,25/08/2029,5, Loughborough, LE11 4PY,Mandatory HMO licence,CBC-609368587706
10004000859,,1, Goldfinch Close,21/09/2023,18/12/2027,6, Loughborough, LE11 3HG,Mandatory HMO licence,CBC-609546721862
100030000000,,26, Herbert Street,06/07/2020,06/07/2025,0, Loughborough, LE11 1NX,Mandatory HMO licence,CBC-609597850129
10091073975,Block Gg, William Morris Hall ,Ashby Road,30/12/2024,29/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-610057633196
100030000000,,22, Royland Road,12/04/2024,11/04/2029,6, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-613302116582
100030000000,,507, New Ashby Road,22/01/2024,06/11/2028,5, Loughborough, LE11 4EU,Mandatory HMO licence,CBC-613645932525
100030000000,,16, York Road,04/07/2024,03/07/2029,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-613831554931
100030000000,,108, Holt Drive,10/10/2024,09/10/2029,6, Loughborough, LE11 3JA,Mandatory HMO licence,CBC-614600084555
100030000000,,118, Blackbrook Road,18/03/2024,17/03/2029,5, Loughborough, LE11 4PZ,Mandatory HMO licence,CBC-614661966472
100030000000,,8, Havelock Street,24/11/2021,23/11/2026,0, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-615551270550
100030000000,,13, Storer Road,09/05/2024,08/05/2029,6, Loughborough, LE11 5EQ,Mandatory HMO licence,CBC-615919547415
100030000000,,22, Ratcliffe Road,12/07/2024,11/07/2029,6, Loughborough, LE11 1LQ,Mandatory HMO licence,CBC-617406727548
100030000000,,19, Ashleigh Drive,06/01/2022,05/01/2027,0, Loughborough, LE11 3HN,Mandatory HMO licence,CBC-617455531475
100030000000,,11, Park Road,02/08/2022,22/09/2026,0, Loughborough, LE11 2ED,Mandatory HMO licence,CBC-617933019711
100030000000,,57, William Street,16/01/2024,15/01/2029,6, Loughborough, LE11 3BX,Mandatory HMO licence,CBC-618210854381
10013597160,Block H Ground Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-618608744610
100030000000,,90, Leicester Road,20/12/2023,19/12/2028,6, Loughborough, LE11 2AQ,Mandatory HMO licence,CBC-620654407080
100030000000,,103, Ratcliffe Road,23/07/2024,22/07/2029,9, Loughborough, LE11 1LG,Mandatory HMO licence,CBC-621875290658
100030000000,,147, Hermitage Road,25/03/2024,24/03/2029,5, Loughborough, LE11 4PB,Mandatory HMO licence,CBC-623416774496
10023776756,Block A, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-623902201875
100030000000,,176, Ashby Road,06/06/2024,05/06/2029,6, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-624093338682
10023776768,Block M Ground Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-625079324609
100030000000,,40, Oxford Street,15/11/2022,15/03/2027,0, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-625155747929
10008151677,,49, Goods Yard Close,12/07/2024,11/07/2029,5, Loughborough, LE11 5EB,Mandatory HMO licence,CBC-625156744599
10070073883,,85a, Ashby Road,22/02/2021,21/02/2026,0, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-625566625275
100030000000,,10, Silverton Road,14/03/2024,13/03/2029,5, Loughborough, LE11 2RJ,Mandatory HMO licence,CBC-625655574368
100030000000,,24, Arthur Street,19/12/2022,13/07/2027,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-625839531264
10095777659,,Flat 2 62a, Ashby Road,14/02/2024,13/02/2029,5, Loughborough, LE11 3AE,Mandatory HMO licence,CBC-627392727870
100030000000,,505, New Ashby Road,24/01/2024,14/11/2028,5, Loughborough, LE11 4EU,Mandatory HMO licence,CBC-627455286710
100030000000,,9, Chester Close,25/04/2024,24/04/2029,5, Loughborough, LE11 3BD,Mandatory HMO licence,CBC-629084514059
10012190499,,6b, Havelock Street,24/11/2021,23/11/2026,0, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-629977577444
100032000000,,6, Fearon Street,07/04/2021,10/11/2025,0, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-630950321923
100030000000,,8, Ratcliffe Road,02/04/2025,01/04/2030,6, Loughborough, LE11 1LQ,Mandatory HMO licence,CBC-631270176775
100030000000,,1, Chestnut Street,20/03/2024,19/03/2029,6, Loughborough, LE11 3BE,Mandatory HMO licence,CBC-631776236280
10004000860,,2, Goldfinch Close,15/02/2021,03/10/2025,0, Loughborough, LE11 3HG,Mandatory HMO licence,CBC-632417605908
10070069918,Flat 3, Waterways 23, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-634132117943
100030000000,,Westfields 192, Ashby Road,03/06/2020,03/06/2025,0, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-635093818298
100030000000,,6, Broad Street,07/09/2023,06/09/2028,5, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-635298940833
100030000000,,47, Ashleigh Drive,22/04/2024,21/04/2029,6, Loughborough, LE11 3HN,Mandatory HMO licence,CBC-637190781643
10023776762,Block F Ground Floor, Harry French Court ,Ashby Road,06/06/2024,05/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-638104168063
10023776667,Flat 20 Block B, The Holt ,Holt Drive,21/02/2024,20/02/2029,5,, LE11 3JB,Mandatory HMO licence,CBC-638183407308
100030000000,,1, Bainbridge Road,16/04/2024,15/04/2029,6, Loughborough, LE11 2LE,Mandatory HMO licence,CBC-639713246021
100030000000,,37, Hastings Street,06/03/2024,05/03/2029,5, Loughborough, LE11 5AX,Mandatory HMO licence,CBC-640947605933
10095777310,,26, Willow Close,30/07/2024,29/07/2029,5, Leicester, LE4 8PS,Mandatory HMO licence,CBC-640979397218
10095777313,,29, Willow Close,20/08/2024,19/08/2029,5, Leicester, LE4 8PS,Mandatory HMO licence,CBC-641994001731
100030000000,,24, Radmoor Road,07/09/2023,18/12/2027,6, Loughborough, LE11 3BS,Mandatory HMO licence,CBC-642050289118
10023776681,Flat 35 Block D, The Holt ,Holt Drive,21/02/2024,20/02/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-643064635323
100030000000,,517, New Ashby Road,14/03/2024,13/03/2029,6, Loughborough, LE11 4EU,Mandatory HMO licence,CBC-645860421159
10023776772,Block R Ground Floor, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-646590596313
10013597104,Block E First Floor Room 1, William Morris Hall ,John Phillips Close,26/12/2024,25/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-648047928110
100030000000,,87, Storer Road,19/05/2021,18/05/2026,0, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-648107691122
100030000000,,2, Grove Road,25/05/2023,18/12/2027,6, Loughborough, LE11 3QN,Mandatory HMO licence,CBC-652743260898
100030000000,,45, Oxford Street,23/07/2024,22/07/2029,5, Loughborough, LE11 5DP,Mandatory HMO licence,CBC-654531608788
100030000000,,103, Park Road,22/03/2021,21/03/2026,6, Loughborough, LE11 2HD,Mandatory HMO licence,CBC-655572803037
100030000000,,1, Arthur Street,02/08/2022,01/08/2027,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-656044173526
100030000000,,6, Pleasant Close,04/03/2024,03/03/2029,4, Loughborough, LE11 5BF,Mandatory HMO licence,CBC-656402420307
10023776650,Flat 3 Block A, The Holt ,Holt Drive,27/11/2024,26/11/2029,5,, LE11 3JB,Mandatory HMO licence,CBC-656715001714
100030000000,,1, Paget Street,03/03/2021,02/03/2026,0, Loughborough, LE11 5DS,Mandatory HMO licence,CBC-657195620251
100030000000,,81, King Street,17/06/2020,17/06/2025,0, Loughborough, LE11 1SB,Mandatory HMO licence,CBC-658465280622
100030000000,,9, Oliver Road,10/11/2022,09/11/2027,0, Loughborough, LE11 2BZ,Mandatory HMO licence,CBC-660837910303
100030000000,,118, Herrick Road,12/10/2023,11/10/2028,7, Loughborough, LE11 2BU,Mandatory HMO licence,CBC-662177001860
100030000000,,37, York Road,05/03/2024,04/03/2029,7, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-664760747976
100030000000,,10, Havelock Street,07/05/2024,06/05/2029,6, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-665834976994
100030000000,,100, Derby Road,22/02/2024,21/02/2029,6, Loughborough, LE11 5AG,Mandatory HMO licence,CBC-667560021502
100030000000,,90, Gracedieu Road,11/04/2024,10/04/2029,6, Loughborough, LE11 4QG,Mandatory HMO licence,CBC-668362886243
100030000000,,40, Curzon Street,07/09/2023,12/12/2027,5, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-672218479929
100030000000,,53, William Street,21/09/2020,24/07/2025,0, Loughborough, LE11 3BX,Mandatory HMO licence,CBC-673172964758
100030000000,,45, Park Road,26/04/2022,25/04/2027,0, Loughborough, LE11 2ED,Mandatory HMO licence,CBC-673759091864
100030000000,,10, Edward Street,14/02/2023,16/07/2027,0, Loughborough, LE11 1QF,Mandatory HMO licence,CBC-674100726516
100030000000,,17, Station Street,26/03/2021,25/03/2026,0, Loughborough, LE11 5ED,Mandatory HMO licence,CBC-674206386728
100030000000,,5, Albert Place,15/03/2023,13/07/2027,4, Loughborough, LE11 2DN,Mandatory HMO licence,CBC-674400272372
100030000000,,32, Royland Road,18/03/2024,17/03/2029,6, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-675835943836
100030000000,,26, Forest Road,14/12/2023,24/04/2028,5, Loughborough, LE11 3NP,Mandatory HMO licence,CBC-679588164136
100030000000,,143, Forest Road,22/01/2024,24/10/2028,6, Loughborough, LE11 3HS,Mandatory HMO licence,CBC-682195010898
100030000000,,10, Benscliffe Drive,23/07/2024,22/07/2029,5, Loughborough, LE11 3JP,Mandatory HMO licence,CBC-683147574580
100030000000,,61, William Street,04/02/2022,03/02/2027,0, Loughborough, LE11 3BX,Mandatory HMO licence,CBC-684024788719
10070069923,Flat 8, Waterways 23, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-685745233337
100030000000,,23, Palmer Avenue,02/05/2024,01/05/2029,6, Loughborough, LE11 5NH,Mandatory HMO licence,CBC-686740375600
100030000000,,103, Gracedieu Road,27/10/2021,26/10/2026,0, Loughborough, LE11 4QF,Mandatory HMO licence,CBC-687113336685
100030000000,,149, Ashby Road,15/02/2021,16/12/2025,0, Loughborough, LE11 3AD,Mandatory HMO licence,CBC-688546317926
100030000000,,25, York Road,27/03/2024,26/03/2029,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-688998306394
10013597139,Block G Ground Floor Room 1, William Morris Hall ,John Phillips Close,10/12/2024,09/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-689704414058
100030000000,,7, Fearon Street,10/10/2023,09/10/2028,5, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-689857968146
100030000000,,72, Oxford Street,27/04/2023,04/10/2027,5, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-690679965918
10008151594,,18b, Pinfold Gate,02/05/2024,01/05/2029,5, Loughborough, LE11 1BE,Mandatory HMO licence,CBC-690749652829
100032000000,,29, Granby Street,14/09/2023,13/09/2028,6, Loughborough, LE11 3DU,Mandatory HMO licence,CBC-691314188738
100030000000,,43, Storer Road,04/10/2022,15/03/2027,0, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-691724025785
100030000000,,37, Cumberland Road,12/02/2024,11/02/2029,6, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-692166706831
100030000000,,28, Radmoor Road,08/10/2023,07/10/2028,6, Loughborough, LE11 3BS,Mandatory HMO licence,CBC-692795819596
10008151667,,29, Goods Yard Close,04/03/2024,03/03/2029,6, Loughborough, LE11 5EB,Mandatory HMO licence,CBC-697629764363
10004000775,,14, Moorhen Way,04/12/2020,24/07/2025,0, Loughborough, LE11 3HH,Mandatory HMO licence,CBC-698050824833
10008151678,,51, Goods Yard Close,04/06/2021,03/06/2026,0, Loughborough, LE11 5EB,Mandatory HMO licence,CBC-698056045148
100030000000,,49, Forest Road,09/07/2024,08/07/2029,6, Loughborough, LE11 3NW,Mandatory HMO licence,CBC-698856582696
10023776692,Flat 46 Block E, The Holt ,Holt Drive,27/11/2024,26/11/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-700154191951
100030000000,,12, Leopold Street,02/04/2025,01/04/2030,6, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-702140716983
100030000000,,65, Herbert Street,29/06/2023,28/06/2028,5, Loughborough, LE11 1NU,Mandatory HMO licence,CBC-702676519327
100030000000,,30, Kings Avenue,18/07/2024,17/07/2029,5, Loughborough, LE11 5HY,Mandatory HMO licence,CBC-705879304581
100030000000,,15, Pleasant Close,11/03/2024,10/03/2029,5, Loughborough, LE11 5BF,Mandatory HMO licence,CBC-706969238715
100030000000,,5, Rydal Avenue,11/04/2024,10/04/2029,5, Loughborough, LE11 3RU,Mandatory HMO licence,CBC-707879249383
100030000000,,31, York Road,13/06/2023,30/10/2027,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-709543934490
100030000000,,53, Storer Road,17/04/2024,16/04/2029,6, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-710804405020
100030000000,,8, Grange Street,08/11/2023,07/11/2028,6, Loughborough, LE11 1QG,Mandatory HMO licence,CBC-711380927814
100030000000,,92, Herrick Road,28/02/2024,27/02/2029,11, Loughborough, LE11 2BT,Mandatory HMO licence,CBC-713904788182
10023776684,Flat 38 Block D, The Holt ,Holt Drive,21/02/2024,20/02/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-714494464063
100030000000,,30, Leopold Street,27/06/2024,26/06/2029,6, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-714712360573
10070069938,Flat 14, Waterways 27, Derby Road,20/02/2024,19/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-714922578649
100030000000,,6, Grove Road,26/02/2025,25/02/2030,6, Loughborough, LE11 3QN,Mandatory HMO licence,CBC-715013791979
100030000000,,30, Holywell Drive,13/03/2025,12/03/2030,5, Loughborough, LE11 3JY,Mandatory HMO licence,CBC-717484536597
10013597588,Room 9, Oak Lodge 188b, Ashby Road,06/06/2024,05/06/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-718826296687
10023775548,,90, Derby Road,14/10/2023,13/10/2028,6, Loughborough, LE11 5AG,Mandatory HMO licence,CBC-718879318301
100030000000,,459, New Ashby Road,12/04/2023,11/04/2028,5, Loughborough, LE11 4EU,Mandatory HMO licence,CBC-719200440615
100030000000,,33, York Road,19/03/2021,03/10/2025,0, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-719776498125
100030000000,,49, Storer Road,12/07/2024,11/07/2029,6, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-721153389828
100030000000,,122, Ratcliffe Road,11/03/2024,10/03/2029,5, Loughborough, LE11 1LH,Mandatory HMO licence,CBC-722561850956
100030000000,,16, Ambleside Close,11/04/2024,10/04/2029,7, Loughborough, LE11 3SH,Mandatory HMO licence,CBC-725476910103
10095778715,,7a, Park Street,01/03/2024,28/02/2029,6, Loughborough, LE11 2EG,Mandatory HMO licence,CBC-725684280373
100030000000,,19, Herbert Street,26/07/2021,17/04/2026,0, Loughborough, LE11 1NU,Mandatory HMO licence,CBC-726859915480
10023776759,Block C Ground Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-730755364036
100030000000,,3, Arthur Street,07/12/2020,06/12/2025,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-730981697196
10013597548,Room 1, Chestnut Lodge 188a, Ashby Road,03/09/2024,02/09/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-731204871120
10013597111,Block E Second Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-733864291135
100030000000,,180, Derby Road,24/05/2024,23/05/2029,5, Loughborough, LE11 5HL,Mandatory HMO licence,CBC-734725499527
10096754835,"Flat 3,  May Mills House ",59, Forest Road,18/03/2024,17/03/2029,5, Loughborough, LE11 3NW,Mandatory HMO licence,CBC-734918624644
10013597463,Room 17, Cedar Lodge 186a, Ashby Road,03/09/2024,02/09/2029,5,, LE11 3AG,Mandatory HMO licence,CBC-735900821319
10070069930,Flat 6, Waterways 27, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-736171616109
100030000000,,42, Royland Road,13/12/2023,25/03/2028,6, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-738196586331
100030000000,,61, Sparrow Hill,25/03/2024,24/03/2029,6, Loughborough, LE11 1BU,Mandatory HMO licence,CBC-738241226642
100030000000,,23, Station Street,20/06/2024,19/06/2029,5, Loughborough, LE11 5ED,Mandatory HMO licence,CBC-740550352716
100030000000,,9, Hermitage Road,24/07/2020,24/07/2025,0, Loughborough, LE11 4PA,Mandatory HMO licence,CBC-741172383963
100030000000,,57, Storer Road,31/03/2025,30/03/2030,5, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-742455327250
100030000000,,64, Alan Moss Road,10/10/2024,09/10/2029,5, Loughborough, LE11 5LX,Mandatory HMO licence,CBC-742573896263
100030000000,,9, Garton Road,30/08/2023,29/08/2028,6, Loughborough, LE11 2DY,Mandatory HMO licence,CBC-742826679419
100030000000,,17, Patterdale Drive,09/05/2024,08/05/2029,6, Loughborough, LE11 3RT,Mandatory HMO licence,CBC-744617383777
100030000000,,4, Radmoor Road,09/05/2024,08/05/2029,5, Loughborough, LE11 3BS,Mandatory HMO licence,CBC-745171955170
100030000000,,119, Leopold Street,04/01/2024,29/07/2028,5, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-745393245426
100030000000,,81, Leopold Street,15/04/2025,14/04/2030,5, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-746064902003
100030000000,,83, Storer Road,02/04/2024,01/04/2029,5, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-746356377379
100030000000,,52, Rydal Avenue,29/05/2024,28/05/2029,6, Loughborough, LE11 3RX,Mandatory HMO licence,CBC-748213601299
100030000000,,5, Church Lane,20/12/2022,19/12/2027,5, Leicester, LE4 8DR,Mandatory HMO licence,CBC-750723576890
100030000000,,27, Broome Avenue,04/03/2025,03/03/2030,5, Leicester, LE7 3SA,Mandatory HMO licence,CBC-752045756680
100032000000,,Ashby House 1, Ashby Square,18/02/2025,17/02/2030,5, Loughborough, LE11 5AA,Mandatory HMO licence,CBC-752690166821
100030000000,,65, Storer Road,30/07/2024,29/07/2029,5, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-753657173851
100030000000,,113, Sharpley Road,26/04/2024,25/04/2029,5, Loughborough, LE11 4PL,Mandatory HMO licence,CBC-754343657775
100030000000,,7, Cumberland Road,04/11/2024,03/11/2029,5, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-755462551418
10023776777,Block F First Floor, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-755888780310
100030000000,,189, Sharpley Road,28/03/2024,27/03/2029,5, Loughborough, LE11 4PL,Mandatory HMO licence,CBC-756040565001
100030000000,,142, Byron Street,22/04/2024,21/04/2029,6, Loughborough, LE11 5JW,Mandatory HMO licence,CBC-759433878786
100030000000,,95, Paget Street,15/02/2022,27/09/2026,0, Loughborough, LE11 5DT,Mandatory HMO licence,CBC-762343890932
100030000000,,15, Fearon Street,27/07/2023,14/10/2027,6, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-763103283197
100030000000,,12, Radmoor Road,08/04/2024,07/04/2029,8, Loughborough, LE11 3BS,Mandatory HMO licence,CBC-766305174029
100032000000,,29, Fearon Street,18/07/2024,17/07/2029,6, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-767570827738
100030000000,,18, Royland Road,08/11/2023,07/11/2028,6, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-769478136062
100030000000,,35, Oxford Street,15/12/2022,14/12/2027,0, Loughborough, LE11 5DP,Mandatory HMO licence,CBC-769700905999
100030000000,,20, Edward Street,07/03/2024,06/03/2029,6, Loughborough, LE11 1QF,Mandatory HMO licence,CBC-769716085481
100030000000,,68, Paget Street,27/05/2020,27/05/2025,0, Loughborough, LE11 5DT,Mandatory HMO licence,CBC-769921511612
100030000000,,37, Coniston Crescent,29/11/2023,28/11/2028,6, Loughborough, LE11 3RQ,Mandatory HMO licence,CBC-770495476203
10013597034,Block B Ground Floor Room 1, William Morris Hall ,John Phillips Close,10/12/2024,09/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-770784281399
100030000000,,45, Storer Road,28/03/2024,27/03/2029,6, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-770921450260
100030000000,,118, Leopold Street,15/04/2025,14/04/2030,6, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-773298827521
10023776778,Block G First Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-774314104765
100030000000,,77, Frederick Street,27/05/2020,26/05/2025,0, Loughborough, LE11 3BH,Mandatory HMO licence,CBC-779651362751
100030000000,,41, Kirkstone Drive,20/03/2024,19/03/2029,6, Loughborough, LE11 3RN,Mandatory HMO licence,CBC-780942337676
10070069924,Flat 9, Waterways 23, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-781493483578
100030000000,,49, Gracedieu Road,11/04/2024,10/04/2029,5, Loughborough, LE11 4QF,Mandatory HMO licence,CBC-785340905494
100030000000,,105, William Street,09/11/2020,25/07/2025,0, Loughborough, LE11 3BY,Mandatory HMO licence,CBC-785731380906
10004000864,,6, Goldfinch Close,14/03/2024,13/03/2029,7, Loughborough, LE11 3HG,Mandatory HMO licence,CBC-785921382976
100030000000,,62, Leopold Street,06/06/2023,13/07/2027,8, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-786113349370
100030000000,,32, Forest Road,20/07/2023,19/07/2028,5, Loughborough, LE11 3NP,Mandatory HMO licence,CBC-789607856375
100030000000,,1a, Storer Road,23/10/2023,22/10/2028,6, Loughborough, LE11 5EQ,Mandatory HMO licence,CBC-789898669159
100030000000,,53, York Road,14/09/2023,12/11/2027,6, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-790014796459
100030000000,,5, Wordsworth Road,28/02/2024,27/02/2029,6, Loughborough, LE11 4LG,Mandatory HMO licence,CBC-790706500823
100030000000,,3, Ashby Crescent,07/03/2024,06/03/2029,5, Loughborough, LE11 4ES,Mandatory HMO licence,CBC-792570580413
10004001771,,138, Leopold Street,13/06/2024,12/06/2029,5, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-792875606392
100030000000,,36, Kirkstone Drive,29/03/2022,28/03/2027,0, Loughborough, LE11 3RW,Mandatory HMO licence,CBC-793104346426
100030000000,,64, Oxford Street,09/03/2022,08/03/2027,0, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-797330237960
100030000000,,7, Burleigh Road,05/03/2024,04/03/2029,5, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-798310272046
10004000060,,7, Towles Mill Queens Road,04/03/2024,03/03/2029,6, Loughborough, LE11 1GG,Mandatory HMO licence,CBC-801508194104
100030000000,,62, Beacon Road,12/03/2021,11/01/2026,0, Loughborough, LE11 2BQ,Mandatory HMO licence,CBC-807603493337
10013597855,Gimson House Flat 32, William Morris Hall ,Ashby Road,10/12/2024,09/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-808131671483
100030000000,,50, Beacon Road,18/03/2024,17/03/2029,6, Loughborough, LE11 2BQ,Mandatory HMO licence,CBC-808405086476
100030000000,,22, Great Central Road,08/10/2023,07/10/2028,8, Loughborough, LE11 1RW,Mandatory HMO licence,CBC-810850568351
100030000000,,3, Garendon Road,14/03/2024,13/03/2029,6, Loughborough, LE11 4QB,Mandatory HMO licence,CBC-811092317597
100030000000,,34, York Road,29/10/2024,28/10/2029,6, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-811757292421
100030000000,,2a, Outwoods Avenue,04/08/2021,03/08/2026,0, Loughborough, LE11 3LP,Mandatory HMO licence,CBC-812212399401
100030000000,,33, Cotswold Close,24/11/2021,23/11/2026,0, Loughborough, LE11 3AN,Mandatory HMO licence,CBC-812695140183
100030000000,,4, Storer Road,24/07/2023,23/07/2028,5, Loughborough, LE11 5EQ,Mandatory HMO licence,CBC-813264403405
100030000000,,47, Fearon Street,27/02/2024,26/02/2029,6, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-815341090831
10013597021,Block A First Floor Room 1, William Morris Hall ,John Phillips Close,26/12/2024,25/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-815612547694
100030000000,,36, York Road,16/04/2021,30/12/2025,0, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-815768795885
100030000000,,62, Frederick Street,04/07/2024,03/07/2029,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-817954221008
