Licence type,Licence reference number,Property address,UPRN,Licence start date,Licence end date,Maximum permitted occupants
Additional HMO licence,CBC-067090401381,"114, Paget Street, Loughborough, LE11 5DU",1.0003E+11,06/11/2023,05/11/2028,3
Additional HMO licence,CBC-014229912940,"128, Paget Street, Loughborough, LE11 5DU",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-551172381909,"150, Paget Street, Loughborough, LE11 5DU",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-997234878457,"72, Park Road, Loughborough, LE11 2HH",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-591019716711,"32, Sharpley Road, Loughborough, LE11 4PN",1.0003E+11,27/07/2023,26/07/2028,4
Additional HMO licence,CBC-369356795292,"16, Station Street, Loughborough, LE11 5ED",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-865391224551,"36, Station Street, Loughborough, LE11 5ED",1.0003E+11,23/04/2024,22/04/2029,3
Additional HMO licence,CBC-955547489476,"61, Station Street, Loughborough, LE11 5EE",1.0003E+11,18/03/2024,17/03/2029,3
Additional HMO licence,CBC-537151856198,"89, Station Street, Loughborough, LE11 5EF",1.0003E+11,12/03/2024,11/03/2029,3
Additional HMO licence,CBC-828977907235,"106, Station Street, Loughborough, LE11 5EG",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-595030137504,"104, Sharpley Road, Loughborough, LE11 4PW",1.0003E+11,18/12/2024,17/12/2029,3
Additional HMO licence,CBC-733928668774,"41, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,08/03/2024,07/03/2029,4
Additional HMO licence,CBC-399919046906,"158, Sharpley Road, Loughborough, LE11 4PW",1.0003E+11,18/01/2024,17/01/2029,4
Additional HMO licence,CBC-596311775029,"162, Sharpley Road, Loughborough, LE11 4PW",1.0003E+11,01/04/2024,31/03/2029,4
Additional HMO licence,CBC-097292021043,"13, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,08/01/2024,07/01/2029,3
Additional HMO licence,CBC-490406752620,"196, Sharpley Road, Loughborough, LE11 4PW",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-292071329550,"9, Schofield Road, Loughborough, LE11 4QH",1.0003E+11,10/02/2024,09/02/2029,3
Additional HMO licence,CBC-831869306426,"24, Royland Road, Loughborough, LE11 2EH",1.0003E+11,08/01/2024,07/01/2029,4
Additional HMO licence,CBC-929593876833,"12, Rupert Brooke Road, Loughborough, LE11 4NJ",1.0003E+11,30/01/2025,29/01/2030,4
Additional HMO licence,CBC-491481925784,"24, Russell Street, Loughborough, LE11 1BL",1.0003E+11,19/10/2023,18/10/2028,4
Additional HMO licence,CBC-048707974974,"18a, Pinfold Gate, Loughborough, LE11 1BE",1.00032E+11,27/03/2024,26/03/2029,4
Additional HMO licence,CBC-372101298453,"35, William Street, Loughborough, LE11 3BX",1.0003E+11,23/10/2023,22/10/2028,5
Additional HMO licence,CBC-472502907543,"3, St Marys Close, Loughborough, LE11 5DB",2.00001E+11,05/04/2024,04/04/2029,4
Additional HMO licence,CBC-001455911636,"4, Copeland Crescent, Loughborough, LE11 5JE",2.00001E+11,18/03/2024,17/03/2029,4
Additional HMO licence,CBC-938086086606,"37, Kingfisher Way, Loughborough, LE11 3NF",10004000720,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-459675998636,"53, Kingfisher Way, Loughborough, LE11 3NF",10004000728,18/01/2024,17/01/2029,4
Additional HMO licence,CBC-635692533720,"4, Moorhen Way, Loughborough, LE11 3HH",10004000766,22/10/2024,21/10/2029,4
Additional HMO licence,CBC-631572943058,"10, Moorhen Way, Loughborough, LE11 3HH",10004000772,20/03/2024,19/03/2029,4
Additional HMO licence,CBC-939854928466,"1, Speeds Pingle, Loughborough, LE11 5BN",1.0003E+11,04/03/2024,03/03/2029,4
Additional HMO licence,CBC-981231791009,"130, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-589683332641,"7, Wren Close, Loughborough, LE11 3HL",10004000801,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-860177176643,"20, Goldfinch Close, Loughborough, LE11 3HG",10004000877,11/12/2023,10/12/2028,4
Additional HMO licence,CBC-314694497472,"22, Goldfinch Close, Loughborough, LE11 3HG",10004000879,07/12/2023,06/12/2028,4
Additional HMO licence,CBC-230635470974,"12, Burton Road, Loughborough, LE12 7RU",10004002021,22/10/2024,21/10/2029,3
Additional HMO licence,CBC-545418842519,"45, Ashleigh Drive, Loughborough, LE11 3HN",1.0003E+11,03/01/2024,02/01/2029,3
Additional HMO licence,CBC-960456222106,"24, Alan Moss Road, Loughborough, LE11 5LX",1.0003E+11,23/05/2024,22/05/2029,4
Additional HMO licence,CBC-056682474640,"119, Alan Moss Road, Loughborough, LE11 5LS",1.0003E+11,21/12/2023,20/12/2028,4
Additional HMO licence,CBC-938067487810,"33, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,02/05/2024,01/05/2029,3
Additional HMO licence,CBC-708847378607,"35b, Ashby Road, Loughborough, LE11 3AA",1.0003E+11,05/02/2024,04/02/2029,3
Additional HMO licence,CBC-463525118552,"78, Ashby Road, Loughborough, LE11 3AE",1.0003E+11,06/11/2023,05/11/2028,3
Additional HMO licence,CBC-654194326399,"21, Blackbrook Road, Loughborough, LE11 4PY",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-677073475219,"72, Blackbrook Road, Loughborough, LE11 4PZ",1.0003E+11,01/04/2024,31/03/2029,4
Additional HMO licence,CBC-316988441368,"26, Britannia Street, Loughborough, LE12 9AE",1.0003E+11,22/10/2024,21/10/2029,4
Additional HMO licence,CBC-694980034330,"16, Broad Street, Loughborough, LE11 5AB",1.0003E+11,04/01/2024,03/01/2029,4
Additional HMO licence,CBC-330038152425,"17, Broad Street, Loughborough, LE11 5AB",1.0003E+11,09/07/2024,08/07/2029,4
Additional HMO licence,CBC-155007319577,"13, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,19/02/2024,18/02/2029,4
Additional HMO licence,CBC-198669535116,"36, Colgrove Road, Loughborough, LE11 3NN",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-320279960544,"64, Coniston Crescent, Loughborough, LE11 3RH",1.0003E+11,05/04/2024,04/04/2029,4
Additional HMO licence,CBC-953171048592,"16, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-290290404668,"32, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,04/11/2023,03/11/2028,6
Additional HMO licence,CBC-362893185167,"3, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,12/12/2023,11/12/2028,4
Additional HMO licence,CBC-796277948046,"142, Forest Road, Loughborough, LE11 3NR",1.0003E+11,11/12/2023,10/12/2028,3
Additional HMO licence,CBC-927440495446,"11, Derwent Drive, Loughborough, LE11 3RJ",1.0003E+11,12/12/2023,11/12/2028,4
Additional HMO licence,CBC-780214570152,"25, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,06/12/2023,05/12/2028,3
Additional HMO licence,CBC-098615811432,"31, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,02/04/2024,01/04/2029,3
Additional HMO licence,CBC-856772785725,"39, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,02/04/2024,01/04/2029,4
Additional HMO licence,CBC-664248980844,"51, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-529214352840,"55, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,17/10/2023,16/10/2028,3
Additional HMO licence,CBC-625773471911,"49, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,12/12/2023,11/12/2028,4
Additional HMO licence,CBC-460386316094,"31, Gladstone Street, Loughborough, LE11 1NR",1.0003E+11,03/11/2023,02/11/2028,4
Additional HMO licence,CBC-046632277939,"156, Hermitage Road, Loughborough, LE11 4PF",1.0003E+11,14/03/2024,13/03/2029,3
Additional HMO licence,CBC-052141390557,"127, Herrick Road, Loughborough, LE11 2BS",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-977136734471,"70, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,19/02/2024,18/02/2029,3
Additional HMO licence,CBC-382425010293,"55, Gracedieu Road, Loughborough, LE11 4QF",1.0003E+11,01/03/2024,28/02/2029,3
Additional HMO licence,CBC-548038166586,"1, George Street, Loughborough, LE11 5DQ",1.0003E+11,04/03/2024,03/03/2029,4
Additional HMO licence,CBC-039204125843,"14, Granville Street, Loughborough, LE11 3BN",1.0003E+11,19/02/2024,18/02/2029,4
Additional HMO licence,CBC-478414457339,"16, Granville Street, Loughborough, LE11 3BN",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-788007822075,"25, Granville Street, Loughborough, LE11 3BL",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-330482232928,"38, Granville Street, Loughborough, LE11 3BN",1.0003E+11,05/02/2024,04/02/2029,4
Additional HMO licence,CBC-071207827024,"40, Granville Street, Loughborough, LE11 3BN",1.0003E+11,20/02/2023,19/02/2028,4
Additional HMO licence,CBC-821498827706,"8, George Street, Loughborough, LE11 5DQ",1.0003E+11,05/03/2024,04/03/2029,4
Additional HMO licence,CBC-649218647681,"16, George Street, Loughborough, LE11 5DQ",1.0003E+11,26/02/2024,25/02/2029,3
Additional HMO licence,CBC-916798583109,"8, Langdale Avenue, Loughborough, LE11 3RP",1.0003E+11,17/10/2023,16/10/2028,4
Additional HMO licence,CBC-552758603373,"32, Knightthorpe Road, Loughborough, LE11 4JT",1.0003E+11,02/04/2024,01/04/2029,4
Additional HMO licence,CBC-712727007351,"65a, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,11/12/2023,10/12/2028,3
Additional HMO licence,CBC-287161683541,"73, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,14/11/2023,13/11/2028,4
Additional HMO licence,CBC-421736599780,"77, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-914488818442,"97, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-886704049887,"8, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,27/02/2024,26/02/2029,3
Additional HMO licence,CBC-861767016948,"25, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,08/02/2024,07/02/2029,3
Additional HMO licence,CBC-567991696780,"23, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,17/10/2023,16/10/2028,4
Additional HMO licence,CBC-238212726280,"61, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,22/04/2024,21/04/2029,4
Additional HMO licence,CBC-298742293525,"70, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,02/04/2024,01/04/2029,4
Additional HMO licence,CBC-582193197307,"77, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,25/04/2024,24/04/2029,3
Additional HMO licence,CBC-219831858103,"2, Paget Street, Loughborough, LE11 5DS",1.0003E+11,08/10/2023,07/10/2028,3
Additional HMO licence,CBC-983400902683,"33, Paget Street, Loughborough, LE11 5DS",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-949240344836,"37, Paget Street, Loughborough, LE11 5DS",1.0003E+11,12/03/2024,11/03/2029,4
Additional HMO licence,CBC-858452288781,"50, Paget Street, Loughborough, LE11 5DT",1.0003E+11,03/04/2024,02/04/2029,4
Additional HMO licence,CBC-407717630882,"87, Paget Street, Loughborough, LE11 5DT",1.0003E+11,18/11/2023,17/11/2028,3
Additional HMO licence,CBC-283344551273,"88, Paget Street, Loughborough, LE11 5DT",1.0003E+11,24/11/2023,23/11/2028,3
Additional HMO licence,CBC-270190972810,"89, Paget Street, Loughborough, LE11 5DT",1.0003E+11,18/12/2023,17/12/2028,3
Additional HMO licence,CBC-147366980160,"369, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-917708633119,"535, New Ashby Road, Loughborough, LE11 4EX",1.0003E+11,18/03/2024,17/03/2029,4
Additional HMO licence,CBC-355333696045,"6, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,13/10/2023,12/10/2028,3
Additional HMO licence,CBC-900428011238,"37, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,28/10/2023,27/10/2028,4
Additional HMO licence,CBC-031332186778,"39, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,22/02/2024,21/02/2029,4
Additional HMO licence,CBC-710560069713,"93, Paget Street, Loughborough, LE11 5DT",1.0003E+11,22/02/2024,21/02/2029,3
Additional HMO licence,CBC-217243321265,"146, Paget Street, Loughborough, LE11 5DU",1.0003E+11,20/11/2023,19/11/2028,4
Additional HMO licence,CBC-455127273164,"110, Ratcliffe Road, Loughborough, LE11 1LH",1.0003E+11,27/02/2024,26/02/2029,4
Additional HMO licence,CBC-792058461846,"252, Park Road, Loughborough, LE11 2HL",1.0003E+11,12/04/2024,11/04/2029,3
Additional HMO licence,CBC-481299042594,"62, Sharpley Road, Loughborough, LE11 4PN",1.0003E+11,23/02/2024,22/02/2029,5
Additional HMO licence,CBC-453218171189,"18a, Station Street, Loughborough, LE11 5ED",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-383492809964,"19, Station Street, Loughborough, LE11 5ED",1.0003E+11,23/07/2024,22/07/2029,4
Additional HMO licence,CBC-462795900041,"29, Station Street, Loughborough, LE11 5ED",1.0003E+11,01/05/2024,30/04/2029,3
Additional HMO licence,CBC-589260428621,"54, Station Street, Loughborough, LE11 5EE",1.0003E+11,08/11/2023,07/11/2028,3
Additional HMO licence,CBC-553180398224,"70, Station Street, Loughborough, LE11 5EE",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-068110451096,"78, Station Street, Loughborough, LE11 5EF",1.0003E+11,28/02/2024,27/02/2029,3
Additional HMO licence,CBC-751690945359,"88, Station Street, Loughborough, LE11 5EF",1.0003E+11,20/05/2024,19/05/2029,3
Additional HMO licence,CBC-557942517347,"121, Station Street, Loughborough, LE11 5EG",1.0003E+11,08/03/2024,07/03/2029,3
Additional HMO licence,CBC-822614269339,"39, Storer Road, Loughborough, LE11 5EH",1.0003E+11,11/03/2024,10/03/2029,3
Additional HMO licence,CBC-066340194232,"93, Storer Road, Loughborough, LE11 5EH",1.0003E+11,26/02/2024,25/02/2029,3
Additional HMO licence,CBC-243710443692,"97, Storer Road, Loughborough, LE11 5EH",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-935385085530,"119, Sharpley Road, Loughborough, LE11 4PL",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-990339626890,"45, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,08/03/2024,07/03/2029,4
Additional HMO licence,CBC-079596638095,"27, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-734213416225,"22, Shelley Street, Loughborough, LE11 5LD",1.0003E+11,06/03/2024,05/03/2029,3
Additional HMO licence,CBC-230779667185,"41, Tyler Avenue, Loughborough, LE11 5NL",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-566373503393,"2, Tennyson Road, Loughborough, LE11 4LE",1.0003E+11,26/02/2024,25/02/2029,3
Additional HMO licence,CBC-254658348826,"16a, Victoria Street, Loughborough, LE11 2EN",1.0003E+11,09/10/2024,08/10/2029,4
Additional HMO licence,CBC-590388256294,"20, Thorpe Acre Road, Loughborough, LE11 4LF",1.0003E+11,15/02/2024,14/02/2029,4
Additional HMO licence,CBC-711349332344,"22, Westfield Drive, Loughborough, LE11 3QL",1.0003E+11,20/03/2024,19/03/2029,5
Additional HMO licence,CBC-818284791191,"38, Woodlands Drive, Loughborough, LE11 2DD",1.0003E+11,06/03/2024,05/03/2029,3
Additional HMO licence,CBC-367285341183,"50, Kingfisher Way, Loughborough, LE11 3NF",10004000739,02/11/2023,01/11/2028,4
Additional HMO licence,CBC-658524795463,"58, Kingfisher Way, Loughborough, LE11 3NF",10004000743,21/02/2024,20/02/2029,4
Additional HMO licence,CBC-807106096188,"6, Moorhen Way, Loughborough, LE11 3HH",10004000768,12/03/2024,11/03/2029,4
Additional HMO licence,CBC-561185589470,"15, Southfield Road, Loughborough, LE11 2TS",1.0003E+11,05/02/2024,04/02/2029,3
Additional HMO licence,CBC-319868483390,"16, Southfield Road, Loughborough, LE11 2TS",1.0003E+11,05/02/2024,04/02/2029,4
Additional HMO licence,CBC-780359476403,"5, Wren Close, Loughborough, LE11 3HL",10004000799,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-250117821547,"18, Wren Close, Loughborough, LE11 3HL",10004000808,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-521182389997,"17, Adam Dale, Loughborough, LE11 3HD",10004000824,21/02/2023,20/02/2028,5
Additional HMO licence,CBC-421201883692,"23, Goldfinch Close, Loughborough, LE11 3HG",10004000880,11/01/2024,10/01/2029,4
Additional HMO licence,CBC-949649839173,"65, Havelock Street, Loughborough, LE11 5DH",10004000960,11/01/2024,10/01/2029,4
Additional HMO licence,CBC-456338946600,"9, Goods Yard Close, Loughborough, LE11 5EB",10008151658,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-640590712267,"43, Kingfisher Way, Loughborough, LE11 3NF",10004000723,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-943179933112,"1a, Parklands Drive, Loughborough, LE11 2SZ",10012189941,21/02/2024,20/02/2029,4
Additional HMO licence,CBC-107445176138,"2b, Garendon Road, Loughborough, LE11 4QD",10012192118,01/04/2024,31/03/2029,3
Additional HMO licence,CBC-589233456232,"80, Blenheim Road, Leicester, LE4 4FL",1.0003E+11,30/07/2024,29/07/2029,3
Additional HMO licence,CBC-953092859106,"St Andrews Cottage 7, Church Lane, Leicester, LE4 8DR",1.0003E+11,27/04/2023,26/04/2028,6
Additional HMO licence,CBC-322495497292,"3, Bampton Street, Loughborough, LE11 2DR",1.0003E+11,13/03/2024,12/03/2029,4
Additional HMO licence,CBC-358806986414,"4, Bampton Street, Loughborough, LE11 2DR",1.0003E+11,12/04/2024,11/04/2029,4
Additional HMO licence,CBC-053311319361,"110, Alan Moss Road, Loughborough, LE11 5LY",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-076428905936,"4, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,05/03/2024,04/03/2029,3
Additional HMO licence,CBC-798507297790,"18, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,05/03/2024,04/03/2029,4
Additional HMO licence,CBC-571772163332,"13, Albert Street, Loughborough, LE11 2DW",1.0003E+11,15/11/2023,14/11/2028,4
Additional HMO licence,CBC-913322812408,"3, Alfred Street, Loughborough, LE11 1NG",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-263774997377,"83, Blackbrook Road, Loughborough, LE11 4PY",1.0003E+11,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-699654300685,"77, Brookfield Avenue, Loughborough, LE11 3LN",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-371270602411,"88, Beacon Road, Loughborough, LE11 2BH",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-699191440970,"7, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-769483189803,"30, Colgrove Road, Loughborough, LE11 3NN",1.0003E+11,18/12/2023,17/12/2028,4
Additional HMO licence,CBC-866749210683,"15, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,04/11/2023,03/11/2028,4
Additional HMO licence,CBC-339032732733,"10, Caldwell Street, Loughborough, LE11 3BB",1.0003E+11,19/02/2024,18/02/2029,4
Additional HMO licence,CBC-118672997051,"11, Caldwell Street, Loughborough, LE11 3BB",1.0003E+11,06/10/2023,05/10/2028,4
Additional HMO licence,CBC-062296764562,"25, Burfield Avenue, Loughborough, LE11 3AZ",1.0003E+11,18/03/2024,17/03/2029,4
Additional HMO licence,CBC-939834947665,"10, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,06/10/2023,05/10/2028,4
Additional HMO licence,CBC-722323033902,"13, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,26/02/2024,25/02/2029,3
Additional HMO licence,CBC-245537347480,"21, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,12/01/2024,11/01/2029,4
Additional HMO licence,CBC-782644307935,"7, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,20/02/2024,19/02/2029,3
Additional HMO licence,CBC-420407625181,"13, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-562835351548,"23, Cotswold Close, Loughborough, LE11 3AN",1.0003E+11,18/04/2024,17/04/2029,3
Additional HMO licence,CBC-047035841832,"94, Hermitage Road, Loughborough, LE11 4PF",1.0003E+11,01/04/2024,31/03/2029,4
Additional HMO licence,CBC-665086207475,"117, Hermitage Road, Loughborough, LE11 4PB",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-192728307431,"13a, Hastings Street, Loughborough, LE11 5AX",1.0003E+11,18/04/2024,17/04/2029,3
Additional HMO licence,CBC-090257317742,"30, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,31/10/2023,30/10/2028,3
Additional HMO licence,CBC-471504958771,"30, Glebe Street, Loughborough, LE11 1JR",1.0003E+11,23/05/2024,22/05/2029,4
Additional HMO licence,CBC-493243202604,"58, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,01/02/2024,31/01/2029,3
Additional HMO licence,CBC-438821656347,"53, Gracedieu Road, Loughborough, LE11 4QF",1.0003E+11,29/02/2024,28/02/2029,3
Additional HMO licence,CBC-609744314998,"4, Grange Street, Loughborough, LE11 1QG",1.0003E+11,21/02/2024,20/02/2029,4
Additional HMO licence,CBC-865437675034,"5, Granville Street, Loughborough, LE11 3BL",1.0003E+11,13/03/2024,12/03/2029,3
Additional HMO licence,CBC-678274989092,"20, Granville Street, Loughborough, LE11 3BN",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-686837261882,"24, Granville Street, Loughborough, LE11 3BN",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-536731714674,"36, Granville Street, Loughborough, LE11 3BN",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-864338426548,"60, Herbert Street, Loughborough, LE11 1NX",1.0003E+11,07/03/2024,06/03/2029,6
Additional HMO licence,CBC-446621681396,"12, George Street, Loughborough, LE11 5DQ",1.0003E+11,15/11/2023,14/11/2028,3
Additional HMO licence,CBC-856869960490,"13, George Street, Loughborough, LE11 5DQ",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-091595083611,"14, George Street, Loughborough, LE11 5DQ",1.0003E+11,10/02/2024,09/02/2029,6
Additional HMO licence,CBC-325184963595,"32, George Street, Loughborough, LE11 5DQ",1.0003E+11,05/03/2024,04/03/2029,3
Additional HMO licence,CBC-545099854943,"96, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,19/02/2024,18/02/2029,3
Additional HMO licence,CBC-093479978838,"113, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,09/04/2024,08/04/2029,3
Additional HMO licence,CBC-492247090271,"39, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,22/02/2024,21/02/2029,3
Additional HMO licence,CBC-832159132232,"10, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,16/02/2024,15/02/2029,4
Additional HMO licence,CBC-655536522644,"25, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-665695306153,"65, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-412494460197,"75, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,01/03/2024,28/02/2029,4
Additional HMO licence,CBC-698571176141,"7, Paget Street, Loughborough, LE11 5DS",1.0003E+11,18/03/2024,17/03/2029,3
Additional HMO licence,CBC-277061744129,"9, Paget Street, Loughborough, LE11 5DS",1.0003E+11,21/03/2024,20/03/2029,3
Additional HMO licence,CBC-150426249073,"36, Paget Street, Loughborough, LE11 5DS",1.0003E+11,23/02/2024,22/02/2029,4
Additional HMO licence,CBC-268304802478,"41, Paget Street, Loughborough, LE11 5DS",1.0003E+11,23/07/2024,22/07/2029,4
Additional HMO licence,CBC-362450814713,"355, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-344451147258,"357, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-330959710318,"401, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,28/02/2024,27/02/2029,6
Additional HMO licence,CBC-130898064581,"403, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,11/03/2024,10/03/2029,2
Additional HMO licence,CBC-641102416467,"7, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,04/03/2024,03/03/2029,3
Additional HMO licence,CBC-539031333306,"29, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,23/05/2024,22/05/2029,4
Additional HMO licence,CBC-690916513625,"98, Paget Street, Loughborough, LE11 5DT",1.0003E+11,02/11/2023,01/11/2028,3
Additional HMO licence,CBC-390730249265,"136, Paget Street, Loughborough, LE11 5DU",1.0003E+11,17/10/2023,16/10/2028,4
Additional HMO licence,CBC-449852419510,"3, Sharpley Road, Loughborough, LE11 4PJ",1.0003E+11,05/03/2024,04/03/2029,4
Additional HMO licence,CBC-476282069872,"11a, Station Street, Loughborough, LE11 5ED",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-377310330563,"12, Station Street, Loughborough, LE11 5ED",1.0003E+11,22/02/2024,21/02/2029,4
Additional HMO licence,CBC-500928916644,"37, Station Street, Loughborough, LE11 5ED",1.0003E+11,28/10/2023,27/10/2028,3
Additional HMO licence,CBC-320351455743,"65, Station Street, Loughborough, LE11 5EE",1.0003E+11,05/04/2024,04/04/2029,3
Additional HMO licence,CBC-542200165679,"68, Station Street, Loughborough, LE11 5EE",1.0003E+11,20/02/2024,19/02/2029,3
Additional HMO licence,CBC-154139548294,"72, Station Street, Loughborough, LE11 5EE",1.0003E+11,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-548501266650,"79, Station Street, Loughborough, LE11 5EF",1.0003E+11,19/02/2024,18/02/2029,4
Additional HMO licence,CBC-720507821610,"85, Station Street, Loughborough, LE11 5EF",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-402574754338,"120, Station Street, Loughborough, LE11 5EG",1.0003E+11,22/02/2024,21/02/2029,4
Additional HMO licence,CBC-580434619507,"99, Storer Road, Loughborough, LE11 5EH",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-031830632773,"53, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,18/12/2023,17/12/2028,4
Additional HMO licence,CBC-922535457184,"14, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-095501091111,"33, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,28/02/2024,27/02/2029,3
Additional HMO licence,CBC-821472000205,"11, York Road, Loughborough, LE11 3DA",1.0003E+11,21/12/2023,20/12/2028,4
